period,partner_country,flow,qty_kg,value_usd
2025,Qatar,import,239035.0,96734.951
2025,Rep. of Korea,export,59760.0,2241407.202
2025,Rep. of Korea,import,285033628.0,197739891.946
2025,Romania,export,144000.0,1381713.873
2025,Romania,import,300.0,2226.614
2025,Russian Federation,export,84244.4,768617.93
2025,Russian Federation,import,1582970.0,7242469.657
2025,Rwanda,export,48200.0,35681.195
2025,Saint Lucia,export,3000.0,4889.528
2025,Saudi Arabia,export,641782.0,1217727.869
2025,Saudi Arabia,import,369090.0,156295.677
2025,Senegal,export,2000.0,3336.251
2025,Seychelles,export,1.0,1.76
2025,Sierra Leone,export,289350.0,301314.442
2025,Singapore,export,225576.0,1902774.778
2025,Singapore,import,4229003.022,4841147.356
2025,Slovenia,export,12013.0,160687.702
2025,Slovenia,import,26433.0,194121.657
2025,Somalia,export,50.0,176.876
2025,South Africa,export,194365.0,217824.016
2025,Spain,export,9520.0,17398.91
2025,Spain,import,1479828.0,1432254.754
2025,Sri Lanka,export,2171290.0,3151830.033
2025,Sri Lanka,import,154128.0,239419.924
2025,Sudan,export,688730.0,785435.036
2025,Sweden,export,24360.486,368814.524
2025,Sweden,import,8925592.236,8481280.334
2025,Switzerland,export,89060.0,530396.564
2025,Switzerland,import,3267.87,31138.708
2025,Thailand,export,38958.219,765907.587
2025,Thailand,import,190000.0,132653.837
2025,Tunisia,import,87760.0,35615.085
2025,Türkiye,export,406403.0,5483937.152
2025,Türkiye,import,1950.0,11348.989
2025,USA,export,5382407.0,66958139.536
2025,USA,import,288.396,2117.0
2025,Uganda,export,1445223.0,1469345.967
2025,United Arab Emirates,export,1299728.0,4478131.516
2025,United Arab Emirates,import,6278903.0,4798797.578
2025,United Kingdom,export,627102.0,12966652.084
2025,United Kingdom,import,1767764.0,2555353.36
2025,United Rep. of Tanzania,export,3290016.0,3767045.33
2025,Uruguay,export,6600.0,9716.986
2025,Uzbekistan,export,152.0,258.465
2025,Viet Nam,export,59228.0,1966790.649
2025,Viet Nam,import,22881246.0,24283743.877
2025,Yemen,export,108000.0,86715.055
2025,Zambia,export,268770.715,314093.13
2025,Zimbabwe,export,28450.0,41219.483
