period,partner_country,flow,qty_kg,value_usd
2024,Honduras,export,494000.0,493560.893
2024,Honduras,import,22507.0,10211.205
2024,Hungary,export,13000.0,22469.989
2024,Hungary,import,120320.0,49108.512
2024,India,import,20213375.0,20436452.434
2024,Indonesia,export,27692880.0,27026039.468
2024,Indonesia,import,363432.0,341905.964
2024,Iran,export,33900.0,139346.867
2024,Iran,import,174.0,1979.509
2024,Iraq,export,24065.0,62028.473
2024,Ireland,import,3749.0,30694.144
2024,Israel,export,4697460.0,3861279.529
2024,Israel,import,864011.0,1947834.547
2024,Italy,export,13887730.0,14843986.299
2024,Italy,import,999759.629,2869463.195
2024,Japan,export,37780.0,89305.558
2024,Japan,import,37883890.0,56605900.547
2024,Jordan,export,700.0,1619.156
2024,Kazakhstan,export,97200.0,91543.155
2024,Kenya,export,11324450.0,10159606.384
2024,Kenya,import,48.0,71.023
2024,Kuwait,export,23292.0,51618.141
2024,Kuwait,import,33373330.0,32409724.359
2024,Latvia,export,1.0,153.284
2024,Latvia,import,11262.0,11752.078
2024,Libya,import,577061.0,355380.662
2024,Madagascar,export,3238535.0,3108066.289
2024,Malawi,export,112000.0,113894.76
2024,Malaysia,export,2034939.0,2196998.174
2024,Malaysia,import,1963500.0,1928839.473
2024,Maldives,export,2756.0,5655.88
2024,Mauritania,export,442000.0,446341.44
2024,Mauritius,export,7350.0,47189.542
2024,Mexico,export,3669525.0,5637012.262
2024,Mexico,import,658051.0,681346.764
2024,Morocco,export,204000.0,136327.685
2024,Mozambique,export,1753000.0,1740829.625
2024,Myanmar,export,3570000.0,3369564.864
2024,Nepal,export,53149338.0,53662091.698
2024,Nepal,import,145000.0,94767.924
2024,Netherlands,export,470.246,10306.327
2024,Netherlands,import,3842066.0,7725361.194
2024,New Zealand,export,696.0,17950.658
2024,New Zealand,import,54690.0,37194.948
2024,Nicaragua,export,115000.0,112939.512
2024,Nigeria,export,8447221.0,9251651.82
2024,Norway,export,424.0,1421.512
2024,Norway,import,170.0,1729.162
2024,Oman,export,908631.0,895394.508
2024,Oman,import,42107720.0,40305703.305
2024,"Other Asia, nes",export,99176.138,174152.947
2024,"Other Asia, nes",import,10103380.0,14506655.016
2024,Panama,import,322530.0,199827.266
2024,Paraguay,export,580000.0,598967.151
2024,Peru,export,2063056.0,2367871.343
2024,Philippines,export,1144400.0,1106402.748
2024,Philippines,import,272014.0,262739.859
2024,Poland,export,1826980.0,1847511.183
2024,Poland,import,911.0,9283.879
2024,Portugal,export,17538584.0,17583485.285
2024,Portugal,import,118738.0,570985.399
2024,Qatar,export,104595.0,204910.006
2024,Qatar,import,375750.0,239030.622
2024,Rep. of Korea,export,69114.0,156558.523
2024,Rep. of Korea,import,87923066.0,134420146.098
2024,Romania,export,2850.0,8370.908
2024,Romania,import,1250.0,2660.219
2024,Russian Federation,export,5583853.0,8749315.483
2024,Russian Federation,import,891000.0,876053.978
2024,Rwanda,export,78000.0,76660.711
2024,Saudi Arabia,export,5059173.0,9868112.731
2024,Saudi Arabia,import,375834040.0,376651149.794
2024,Senegal,export,311313.0,399618.762
2024,Seychelles,export,273.0,1468.143
2024,Sierra Leone,export,442000.0,442873.55
2024,Singapore,export,5073895.0,7396829.054
2024,Singapore,import,296711631.96,376904168.033
2024,Slovakia,export,250.0,276.056
2024,Slovakia,import,33716.0,97468.102
2024,Slovenia,export,1000.0,2652.841
2024,Slovenia,import,21798.0,12961.133
2024,Somalia,export,56020.0,51728.159
2024,South Africa,export,6299598.0,8703996.432
2024,South Africa,import,975229.0,975736.45
2024,Spain,export,7438.0,14810.573
2024,Spain,import,210962.0,633229.566
2024,Sri Lanka,export,20226156.0,19954957.517
2024,Sri Lanka,import,591383.0,370100.762
2024,Sudan,import,311166.0,204063.022
2024,Suriname,export,783.0,6418.921
2024,Sweden,import,25.0,233.979
2024,Switzerland,export,400.0,1682.496
2024,Switzerland,import,96.0,1634.606
2024,Thailand,export,19882267.0,22179791.336
2024,Thailand,import,3255800.0,4143382.274
2024,Togo,export,650000.0,629889.531
2024,Togo,import,24020.0,14238.163
2024,Trinidad and Tobago,export,116.0,164.944
2024,Tunisia,export,51000.0,55191.567
2024,Türkiye,export,43667695.0,44425842.971
2024,Türkiye,import,13300.0,56519.111
2024,USA,export,971063.0,1519864.539
2024,USA,import,58775.0,301942.567
2024,Uganda,export,803000.0,810615.989
2024,United Arab Emirates,export,6665756.0,9245115.892
2024,United Arab Emirates,import,389994930.0,390260533.905
2024,United Kingdom,export,3650504.0,3687231.6
2024,United Kingdom,import,48000.0,236720.001
2024,United Rep. of Tanzania,export,8832907.0,7934853.778
2024,Uruguay,export,52000.0,51424.192
2024,Uzbekistan,export,80000.0,66353.455
2024,Venezuela,export,5000.0,14195.238
2024,Viet Nam,export,45506400.0,42311714.949
2024,Viet Nam,import,4368810.0,4369633.97
2024,Yemen,export,858000.0,841826.027
2024,Zambia,export,535296.0,515048.088
2024,Zimbabwe,export,27.0,193.114
2025,Algeria,export,60020.0,136297.957
2025,Angola,export,2096310.0,2230548.777
2025,"Areas, nes",export,186533.0,242959.474
2025,Argentina,export,1.0,92.683
2025,Argentina,import,1599.0,7435.029
2025,Australia,export,48967.0,100576.372
2025,Australia,import,1173364.0,1017504.191
2025,Austria,export,1281.0,5643.851
2025,Austria,import,40000.0,153406.777
2025,Bahrain,export,46252.0,99729.23
2025,Bahrain,import,333410.0,182705.615
2025,Bangladesh,export,14817293.0,14365973.957
2025,Belgium,export,898121.0,1395711.742
2025,Belgium,import,42195.0,160893.928
2025,Bhutan,export,1751988.0,1901443.608
2025,Brazil,export,1086760.0,1369570.411
2025,Brazil,import,1205694.0,2614393.815
2025,Cameroon,export,2460580.0,2411254.499
2025,Cameroon,import,81171.0,40073.804
2025,Canada,export,141.0,12838.861
2025,Canada,import,330404.0,1809611.809
2025,Chile,export,78200.0,78762.686
2025,China,export,10812869.0,11729589.574
2025,China,import,nan,5997.071
2025,"China, Hong Kong SAR",export,452.0,612.593
2025,"China, Hong Kong SAR",import,22733.0,38887.067
2025,Colombia,export,409640.0,448209.955
2025,Colombia,import,15720.0,8263.212
2025,Congo,export,304260.0,763741.844
2025,Costa Rica,export,766000.0,694761.137
2025,Costa Rica,import,8894.0,5053.637
2025,Czechia,export,5725.0,13257.431
2025,Czechia,import,4350.0,22563.636
2025,Côte d'Ivoire,export,2258353.0,2030781.047
2025,Côte d'Ivoire,import,74090.0,44385.069
2025,Dem. Rep. of the Congo,export,510956.0,462557.979
2025,Denmark,export,23808.0,43854.679
2025,Denmark,import,326.0,661.971
2025,Djibouti,export,6654080.0,5715484.436
2025,Dominican Rep.,export,629625.0,528390.712
2025,Ecuador,export,103975.0,103992.52
2025,Egypt,export,1590125.0,3445045.743
2025,El Salvador,export,167000.0,222813.788
2025,Ethiopia,export,566600.0,521170.203
2025,Fiji,import,24170.0,14598.955
2025,Finland,export,24129.0,40833.74
2025,Finland,import,2026770.0,6605014.8
2025,France,export,78080.0,1074715.412
2025,France,import,3458739.0,8314365.828
2025,Gabon,export,312390.0,1093737.079
2025,Gambia,export,1250.0,1018.77
2025,Georgia,import,69574.0,40431.723
2025,Germany,export,197111.0,415875.118
2025,Germany,import,2712321.525,10212163.514
2025,Ghana,export,2567930.0,2313353.59
2025,Ghana,import,102875.0,88107.618
2025,Greece,export,26600.0,26380.607
2025,Guatemala,export,516500.0,292114.797
2025,Guinea,export,708220.0,583439.021
2025,Guinea,import,139680.0,49969.244
2025,Honduras,export,910000.0,863029.601
2025,Honduras,import,313357.0,166409.352
2025,Hungary,export,10000.0,21071.278
2025,Hungary,import,23050.0,17310.84
2025,India,import,170837.0,326840.546
2025,Indonesia,export,16283269.0,14864513.304
2025,Indonesia,import,431824.0,370503.06
2025,Iraq,export,49524.0,44268.113
2025,Ireland,export,20032.0,23417.006
2025,Ireland,import,311953.0,152335.352
2025,Israel,export,10097685.0,8828610.059
2025,Israel,import,507853.0,1191753.46
2025,Italy,export,7135784.316,7880726.015
2025,Italy,import,546648.0,1950538.453
2025,Japan,export,37968.0,418964.499
2025,Japan,import,32890610.0,46358625.651
2025,Jordan,export,18720.0,40985.083
2025,Jordan,import,43140.0,24441.628
2025,Kenya,export,17397447.0,14265323.589
2025,Kuwait,export,527796.0,356422.2
2025,Kuwait,import,30571156.0,28298650.424
2025,Latvia,export,3.0,136.353
2025,Liberia,export,25950.0,24741.817
2025,Liberia,import,129518.0,82310.186
2025,Libya,import,1190715.0,747135.975
2025,Lithuania,import,1000.0,707.645
2025,Luxembourg,export,1000.0,996.682
2025,Madagascar,export,3119925.0,2670825.773
2025,Malawi,export,27000.0,33061.479
2025,Malaysia,export,717981.0,860992.188
2025,Malaysia,import,1.0,112.797
2025,Maldives,export,45.0,433.918
2025,Mauritania,export,338000.0,338038.947
2025,Mauritius,export,4538.0,57488.602
2025,Mexico,export,6065902.0,10123419.227
2025,Mexico,import,57022.0,159699.063
2025,Morocco,export,546607.0,625106.903
2025,Mozambique,export,1271581.0,1099440.573
2025,Mozambique,import,70342.0,57302.79
2025,Myanmar,export,2198713.0,2004001.612
2025,Nepal,export,60225786.0,58365934.959
2025,Nepal,import,338356.0,170484.795
2025,Netherlands,export,219107.0,287339.936
2025,Netherlands,import,nan,10096421.176
2025,New Zealand,export,21089.0,24383.355
2025,Nigeria,export,6671449.0,8003621.595
2025,Nigeria,import,140.0,78.281
2025,Norway,import,100.0,1227.519
2025,Oman,export,243574.0,207561.649
2025,Oman,import,54573460.0,48956270.865
2025,"Other Asia, nes",export,45984.0,86491.305
2025,"Other Asia, nes",import,6343637.0,9601164.117
2025,Panama,import,582179.0,359862.674
2025,Paraguay,export,598000.0,588580.354
2025,Peru,export,3208500.0,3319629.2
2025,Philippines,export,2087191.0,1977099.914
2025,Poland,export,1200325.0,1174048.614
2025,Poland,import,44351.0,61378.052
2025,Portugal,export,11069700.0,10157010.977
2025,Portugal,import,80227.0,406814.544
2025,Qatar,export,132700.0,334911.081
2025,Qatar,import,1581795.0,1073203.573
2025,Rep. of Korea,export,73681.0,252731.361
2025,Rep. of Korea,import,82467081.0,120054023.047
2025,Romania,export,148500.0,117336.348
2025,Romania,import,17.0,792.611
2025,Russian Federation,export,2868319.0,4889007.57
2025,Russian Federation,import,59307.0,158905.404
2025,Saudi Arabia,export,4397102.0,8434214.378
2025,Saudi Arabia,import,414434017.0,390450376.835
2025,Senegal,export,532388.0,532827.845
2025,Senegal,import,12500.0,15232.977
2025,Serbia,export,10.648,9.84
2025,Sierra Leone,export,340500.0,338764.487
2025,Sierra Leone,import,48015.0,17417.358
2025,Singapore,export,5543282.0,7578909.029
2025,Singapore,import,402295362.0,477357883.713
2025,Slovakia,export,1425.0,1118.939
2025,Slovenia,export,200.0,235.772
2025,Slovenia,import,6280.0,15404.35
2025,South Africa,export,3786142.0,6726211.89
2025,South Africa,import,119479.0,143662.288
2025,Spain,export,34976.0,43496.473
2025,Spain,import,117112.0,258116.482
2025,Sri Lanka,export,15402435.0,14353044.499
2025,Sri Lanka,import,154635.424,97566.961
2025,Sudan,export,4000.0,4034.362
2025,Sudan,import,481625.0,291430.933
2025,Sweden,export,1300.0,2504.149
2025,Sweden,import,nan,484499.206
2025,Switzerland,export,85.0,1314.056
2025,Thailand,export,12943151.0,15242941.51
2025,Thailand,import,106757339.0,131746216.959
2025,Togo,export,944000.0,836269.624
2025,Togo,import,192840.0,117847.445
2025,Trinidad and Tobago,export,265.0,882.845
2025,Tunisia,export,110000.0,119772.021
2025,Türkiye,export,38395499.0,36228809.049
2025,Türkiye,import,56325.0,165365.003
2025,USA,export,128646.0,313508.376
2025,USA,import,2929188.0,9443857.331
2025,Uganda,export,14000.0,16188.994
2025,United Arab Emirates,export,5162492.0,8238063.122
2025,United Arab Emirates,import,444492355.0,427040080.854
2025,United Kingdom,export,3155218.0,3029560.126
2025,United Kingdom,import,1087481.379,2085197.211
2025,United Rep. of Tanzania,export,14024853.0,11849407.374
2025,Uruguay,export,156000.0,140412.48
2025,Uzbekistan,export,10925.0,16052.666
2025,Viet Nam,export,22355066.0,20068700.137
2025,Viet Nam,import,6699954.0,6084551.26
2025,Zambia,export,6493.0,12261.799
